t,x(t),v(t),p(t),eKin(t)
10.82586,10,0,0,0
10.82636,10,0,0,0
10.82686,10,0,0,0
10.82736,10,0,0,0
10.82786,10,0,0,0
10.82836,10,0,0,0
10.82886,10,0,0,0
10.82936,10,0,0,0
10.82986,10,0,0,0
10.83036,10,0,0,0
10.83086,10,0,0,0
10.83136,10,0,0,0
10.83186,10,0,0,0
10.83236,10,0,0,0
10.83286,10,0,0,0
10.83336,10,0,0,0
10.83386,10,0,0,0
10.83436,10,0,0,0
10.83486,10,0,0,0
10.83536,10,0,0,0
10.83586,10,0,0,0
10.83636,10,0,0,0
10.83686,10,0,0,0
10.83736,10,0,0,0
10.83786,10,0,0,0
10.83836,10,0,0,0
10.83886,10,0,0,0
10.83936,10,0,0,0
10.83986,10,0,0,0
10.84036,10,0,0,0
10.84086,10,0,0,0
10.84136,10,0,0,0
10.84186,10,0,0,0
10.84236,10,0,0,0
10.84286,10,0,0,0
10.84336,10,0,0,0
10.84385,10,0,0,0
10.84435,10,0,0,0
10.84485,10,0,0,0
10.84535,10,0,0,0
10.84585,10,0,0,0
10.84635,10,0,0,0
10.84685,10,0,0,0
10.84735,10,0,0,0
10.84785,10,0,0,0
10.84835,10,0,0,0
10.84885,10,0,0,0
10.84935,10,0,0,0
10.84985,10,0,0,0
10.85035,10,0,0,0
10.85085,10,0,0,0
10.85135,10,0,0,0
10.85185,10,0,0,0
10.85235,10,0,0,0
10.85285,10,0,0,0
10.85335,10,0,0,0
10.85385,10,0,0,0
10.85435,10,0,0,0
10.85485,10,0,0,0
10.85535,10,0,0,0
10.85585,10,0,0,0
10.85635,10,0,0,0
10.85685,10,0,0,0
10.85735,10,0,0,0
10.85785,10,0,0,0
10.85835,10,0,0,0
10.85885,10,0,0,0
10.85935,10,0,0,0
10.85985,10,0,0,0
10.86035,10,0,0,0
10.86085,10,0,0,0
10.86135,10,0,0,0
10.86185,10,0,0,0
10.86234,10,0,0,0
10.86284,10,0,0,0
10.86334,10,0,0,0
10.86384,10,0,0,0
10.86434,10,0,0,0
10.86484,10,0,0,0
10.86534,10,0,0,0
10.86584,10,0,0,0
10.86634,10,0,0,0
10.86684,10,0,0,0
10.86734,10,0,0,0
10.86784,10,0,0,0
10.86834,10,0,0,0
10.86884,10,0,0,0
10.86934,10,0,0,0
10.86984,10,0,0,0
10.87034,10,0,0,0
10.87084,10,0,0,0
10.87134,10,0,0,0
10.87184,10,0,0,0
10.87234,10,0,0,0
10.87284,10,0,0,0
10.87334,10,0,0,0
10.87384,10,0,0,0
10.87434,10,0,0,0
10.87484,10,0,0,0
10.87534,10,0,0,0
10.87584,10,0,0,0
10.87634,10,0,0,0
10.87684,10,0,0,0
10.87734,10,0,0,0
10.87784,10,0,0,0
10.87834,10,0,0,0
10.87884,10,0,0,0
10.87934,10,0,0,0
10.87984,10,0,0,0
10.88033,10,0,0,0
10.88083,10,0,0,0
10.88133,10,0,0,0
10.88183,10,0,0,0
10.88233,10,0,0,0
10.88283,10,0,0,0
10.88333,10,0,0,0
10.88383,10,0,0,0
10.88433,10,0,0,0
10.88483,10,0,0,0
10.88533,10,0,0,0
10.88583,10,0,0,0
10.88633,10,0,0,0
10.88683,10,0,0,0
10.88733,10,0,0,0
10.88783,10,0,0,0
10.88833,10,0,0,0
10.88883,10,0,0,0
10.88933,10,0,0,0
10.88983,10,0,0,0
10.89033,10,0,0,0
10.89083,10,0,0,0
10.89133,10,0,0,0
10.89183,10,0,0,0
10.89233,10,0,0,0
10.89283,10,0,0,0
10.89333,10,0,0,0
10.89383,10,0,0,0
10.89433,10,0,0,0
10.89483,10,0,0,0
10.89533,10,0,0,0
10.89583,10,0,0,0
10.89633,10,0,0,0
10.89683,10,0,0,0
10.89733,10,0,0,0
10.89783,10,0,0,0
10.89832,10,0,0,0
10.89882,10,0,0,0
10.89932,10,0,0,0
10.89982,10,0,0,0
10.90032,10,0,0,0
10.90082,10,0,0,0
10.90132,10,0,0,0
10.90182,10,0,0,0
10.90232,10,0,0,0
10.90282,10,0,0,0
10.90332,10,0,0,0
10.90382,10,0,0,0
10.90432,10,0,0,0
10.90482,10,0,0,0
10.90532,10,0,0,0
10.90582,10,0,0,0
10.90632,10,0,0,0
10.90682,10,0,0,0
10.90732,10,0,0,0
10.90782,10,0,0,0
10.90832,10,0,0,0
10.90882,10,0,0,0
10.90932,10,0,0,0
10.90982,10,0,0,0
10.91032,10,0,0,0
10.91082,10,0,0,0
10.91132,10,0,0,0
10.91182,10,0,0,0
10.91232,10,0,0,0
10.91282,10,0,0,0
10.91332,10,0,0,0
10.91382,10,0,0,0
10.91432,10,0,0,0
10.91482,10,0,0,0
10.91532,10,0,0,0
10.91582,10,0,0,0
10.91632,10,0,0,0
10.91681,10,0,0,0
10.91731,10,0,0,0
10.91781,10,0,0,0
10.91831,10,0,0,0
10.91881,10,0,0,0
10.91931,10,0,0,0
10.91981,10,0,0,0
10.92031,10,0,0,0
10.92081,10,0,0,0
10.92131,10,0,0,0
10.92181,10,0,0,0
10.92231,10,0,0,0
10.92281,10,0,0,0
10.92331,10,0,0,0
10.92381,10,0,0,0
10.92431,10,0,0,0
10.92481,10,0,0,0
10.92531,10,0,0,0
10.92581,10,0,0,0
10.92631,10,0,0,0
10.92681,10,0,0,0
10.92731,10,0,0,0
10.92781,10,0,0,0
10.92831,10,0,0,0
10.92881,10,0,0,0
10.92931,10,0,0,0
10.92981,10,0,0,0
10.93031,10,0,0,0
10.93081,10,0,0,0
10.93131,10,0,0,0
10.93181,10,0,0,0
10.93231,10,0,0,0
10.93281,10,0,0,0
10.93331,10,0,0,0
10.93381,10,0,0,0
10.93431,10,0,0,0
10.9348,10,0,0,0
10.9353,10,0,0,0
10.9358,10,0,0,0
10.9363,10,0,0,0
10.9368,10,0,0,0
10.9373,10,0,0,0
10.9378,10,0,0,0
10.9383,10,0,0,0
10.9388,10,0,0,0
10.9393,10,0,0,0
10.9398,10,0,0,0
10.9403,10,0,0,0
10.9408,10,0,0,0
10.9413,10,0,0,0
10.9418,10,0,0,0
10.9423,10,0,0,0
10.9428,10,0,0,0
10.9433,10,0,0,0
10.9438,10,0,0,0
10.9443,10,0,0,0
10.9448,10,0,0,0
10.9453,10,0,0,0
10.9458,10,0,0,0
10.9463,10,0,0,0
10.9468,10,0,0,0
10.9473,10,0,0,0
10.9478,10,0,0,0
10.9483,10,0,0,0
10.9488,10,0,0,0
10.9493,10,0,0,0
10.9498,10,0,0,0
10.9503,10,0,0,0
10.9508,10,0,0,0
10.9513,10,0,0,0
10.9518,10,0,0,0
10.9523,10,0,0,0
10.9528,10,0,0,0
10.95329,10,0,0,0
10.95379,10,0,0,0
10.95429,10,0,0,0
10.95479,10,0,0,0
10.95529,10,0,0,0
10.95579,10,0,0,0
10.95629,10,0,0,0
10.95679,10,0,0,0
10.95729,10,0,0,0
10.95779,10,0,0,0
10.95829,10,0,0,0
10.95879,10,0,0,0
10.95929,10,0,0,0
10.95979,10,0,0,0
10.96029,10,0,0,0
10.96079,10,0,0,0
10.96129,10,0,0,0
10.96179,10,0,0,0
10.96229,10,0,0,0
10.96279,10,0,0,0
10.96329,10,0,0,0
10.96379,10,0,0,0
10.96429,10,0,0,0
10.96479,10,0,0,0
10.96529,10,0,0,0
10.96579,10,0,0,0
10.96629,10,0,0,0
10.96679,10,0,0,0
10.96729,10,0,0,0
10.96779,10,0,0,0
10.96829,10,0,0,0
10.96879,10,0,0,0
10.96929,10,0,0,0
10.96979,10,0,0,0
10.97029,10,0,0,0
10.97079,10,0,0,0
10.97128,10,0,0,0
10.97178,10,0,0,0
10.97228,10,0,0,0
10.97278,10,0,0,0
10.97328,10,0,0,0
10.97378,10,0,0,0
10.97428,10,0,0,0
10.97478,10,0,0,0
10.97528,10,0,0,0
10.97578,10,0,0,0
10.97628,10,0,0,0
10.97678,10,0,0,0
10.97728,10,0,0,0
10.97778,10,0,0,0
10.97828,10,0,0,0
10.97878,10,0,0,0
10.97928,10,0,0,0
10.97978,10,0,0,0
10.98028,10,0,0,0
10.98078,10,0,0,0
10.98128,10,0,0,0
10.98178,10,0,0,0
10.98228,10,0,0,0
10.98278,10,0,0,0
10.98328,10,0,0,0
10.98378,10,0,0,0
10.98428,10,0,0,0
10.98478,10,0,0,0
10.98528,10,0,0,0
10.98578,10,0,0,0
10.98628,10,0,0,0
10.98678,10,0,0,0
10.98728,10,0,0,0
10.98778,10,0,0,0
10.98828,10,0,0,0
10.98878,10,0,0,0
10.98927,10,0,0,0
10.98977,10,0,0,0
10.99027,10,0,0,0
10.99077,10,0,0,0
10.99127,10,0,0,0
10.99177,10,0,0,0
10.99227,10,0,0,0
10.99277,10,0,0,0
10.99327,10,0,0,0
10.99377,10,0,0,0
10.99427,10,0,0,0
10.99477,10,0,0,0
10.99527,10,0,0,0
10.99577,10,0,0,0
10.99627,10,0,0,0
10.99677,10,0,0,0
10.99727,10,0,0,0
10.99777,10,0,0,0
10.99827,10,0,0,0
10.99877,10,0,0,0
10.99927,10,0,0,0
10.99977,10,0,0,0
11.00027,10,0,0,0
11.00077,10,0,0,0
11.00127,10,0,0,0
11.00177,10,0,0,0
11.00227,10,0,0,0
11.00277,10,0,0,0
11.00327,10,0,0,0
11.00377,10,0,0,0
11.00427,10,0,0,0
11.00477,10,0,0,0
11.00527,10,0,0,0
11.00577,10,0,0,0
11.00627,10,0,0,0
11.00677,10,0,0,0
11.00727,10,0,0,0
11.00776,10,0,0,0
11.00826,10,0,0,0
11.00876,10,0,0,0
11.00926,10,0,0,0
11.00976,10,0,0,0
11.01026,10,0,0,0
11.01076,10,0,0,0
11.01126,10,0,0,0
11.01176,10,0,0,0
11.01226,10,0,0,0
11.01276,10,0,0,0
11.01326,10,0,0,0
11.01376,10,0,0,0
11.01426,10,0,0,0
11.01476,10,0,0,0
11.01526,10,0,0,0
11.01576,10,0,0,0
11.01626,10,0,0,0
11.01676,10,0,0,0
11.01726,10,0,0,0
11.01776,10,0,0,0
11.01826,10,0,0,0
11.01876,10,0,0,0
11.01926,10,0,0,0
11.01976,10,0,0,0
11.02026,10,0,0,0
11.02076,10,0,0,0
11.02126,10,0,0,0
11.02176,10,0,0,0
11.02226,10,0,0,0
11.02276,10,0,0,0
11.02326,10,0,0,0
11.02376,10,0,0,0
11.02426,10,0,0,0
11.02476,10,0,0,0
11.02526,10,0,0,0
11.02575,10,0,0,0
11.02625,10,0,0,0
11.02675,10,0,0,0
11.02725,10,0,0,0
11.02775,10,0,0,0
11.02825,10,0,0,0
11.02875,10,0,0,0
11.02925,10,0,0,0
11.02975,10,0,0,0
11.03025,10,0,0,0
11.03075,10,0,0,0
11.03125,10,0,0,0
11.03175,10,0,0,0
11.03225,10,0,0,0
11.03275,10,0,0,0
11.03325,10,0,0,0
11.03375,10,0,0,0
11.03425,10,0,0,0
11.03475,10,0,0,0
11.03525,10,0,0,0
11.03575,10,0,0,0
11.03625,10,0,0,0
11.03675,10,0,0,0
11.03725,10,0,0,0
11.03775,10,0,0,0
11.03825,10,0,0,0
11.03875,10,0,0,0
11.03925,10,0,0,0
11.03975,10,0,0,0
11.04025,10,0,0,0
11.04075,10,0,0,0
11.04125,10,0,0,0
11.04175,10,0,0,0
11.04225,10,0,0,0
11.04275,10,0,0,0
11.04325,10,0,0,0
11.04375,10,0,0,0
11.04424,10,0,0,0
11.04474,10,0,0,0
11.04524,10,0,0,0
11.04574,10,0,0,0
11.04624,10,0,0,0
11.04674,10,0,0,0
11.04724,10,0,0,0
11.04774,10,0,0,0
11.04824,10,0,0,0
11.04874,10,0,0,0
11.04924,10,0,0,0
11.04974,10,0,0,0
11.05024,10,0,0,0
11.05074,10,0,0,0
11.05124,10,0,0,0
11.05174,10,0,0,0
11.05224,10,0,0,0
11.05274,10,0,0,0
11.05324,10,0,0,0
11.05374,10,0,0,0
11.05424,10,0,0,0
11.05474,10,0,0,0
11.05524,10,0,0,0
11.05574,10,0,0,0
11.05624,10,0,0,0
11.05674,10,0,0,0
11.05724,10,0,0,0
11.05774,10,0,0,0
11.05824,10,0,0,0
11.05874,10,0,0,0
11.05924,10,0,0,0
11.05974,10,0,0,0
11.06024,10,0,0,0
11.06074,10,0,0,0
11.06124,10,0,0,0
11.06174,10,0,0,0
11.06223,10,0,0,0
11.06273,10,0,0,0
11.06323,10,0,0,0
11.06373,10,0,0,0
11.06423,10,0,0,0
11.06473,10,0,0,0
11.06523,10,0,0,0
11.06573,10,0,0,0
11.06623,10,0,0,0
11.06673,10,0,0,0
11.06723,10,0,0,0
11.06773,10,0,0,0
11.06823,10,0,0,0
11.06873,10,0,0,0
11.06923,10,0,0,0
11.06973,10,0,0,0
11.07023,10,0,0,0
11.07073,10,0,0,0
11.07123,10,0,0,0
11.07173,10,0,0,0
11.07223,10,0,0,0
11.07273,10,0,0,0
11.07323,10,0,0,0
11.07373,10,0,0,0
11.07423,10,0,0,0
11.07473,10,0,0,0
11.07523,10,0,0,0
11.07573,10,0,0,0
11.07623,10,0,0,0
11.07673,10,0,0,0
11.07723,10,0,0,0
11.07773,10,0,0,0
11.07823,10,0,0,0
11.07873,10,0,0,0
11.07923,10,0,0,0
11.07973,10,0,0,0
11.08022,10,0,0,0
11.08072,10,0,0,0
11.08122,10,0,0,0
11.08172,10,0,0,0
11.08222,10,0,0,0
11.08272,10,0,0,0
11.08322,10,0,0,0
11.08372,10,0,0,0
11.08422,10,0,0,0
11.08472,10,0,0,0
11.08522,10,0,0,0
11.08572,10,0,0,0
11.08622,10,0,0,0
11.08672,10,0,0,0
11.08722,10,0,0,0
11.08772,10,0,0,0
11.08822,10,0,0,0
11.08872,10,0,0,0
11.08922,10,0,0,0
11.08972,10,0,0,0
11.09022,10,0,0,0
11.09072,10,0,0,0
11.09122,10,0,0,0
11.09172,10,0,0,0
11.09222,10,0,0,0
11.09272,10,0,0,0
11.09322,10,0,0,0
11.09372,10,0,0,0
11.09422,10,0,0,0
11.09472,10,0,0,0
11.09522,10,0,0,0
11.09572,10,0,0,0
11.09622,10,0,0,0
11.09672,10,0,0,0
11.09722,10,0,0,0
11.09772,10,0,0,0
11.09822,10,0,0,0
11.09871,10,0,0,0
11.09921,10,0,0,0
11.09971,10,0,0,0
11.10021,10,0,0,0
11.10071,10,0,0,0
11.10121,10,0,0,0
11.10171,10,0,0,0
11.10221,10,0,0,0
11.10271,10,0,0,0
11.10321,10,0,0,0
11.10371,10,0,0,0
11.10421,10,0,0,0
11.10471,10,0,0,0
11.10521,10,0,0,0
11.10571,10,0,0,0
11.10621,10,0,0,0
11.10671,10,0,0,0
11.10721,10,0,0,0
11.10771,10,0,0,0
11.10821,10,0,0,0
11.10871,10,0,0,0
11.10921,10,0,0,0
11.10971,10,0,0,0
11.11021,10,0,0,0
11.11071,10,0,0,0
11.11121,10,0,0,0
11.11171,10,0,0,0
11.11221,10,0,0,0
11.11271,10,0,0,0
11.11321,10,0,0,0
11.11371,10,0,0,0
11.11421,10,0,0,0
11.11471,10,0,0,0
11.11521,10,0,0,0
11.11571,10,0,0,0
11.11621,10,0,0,0
11.1167,10,0,0,0
11.1172,10,0,0,0
11.1177,10,0,0,0
11.1182,10,0,0,0
11.1187,10,0,0,0
11.1192,10,0,0,0
11.1197,10,0,0,0
11.1202,10,0,0,0
11.1207,10,0,0,0
11.1212,10,0,0,0
11.1217,10,0,0,0
11.1222,10,0,0,0
11.1227,10,0,0,0
11.1232,10,0,0,0
11.1237,10,0,0,0
11.1242,10,0,0,0
11.1247,10,0,0,0
11.1252,10,0,0,0
11.1257,10,0,0,0
11.1262,10,0,0,0
11.1267,10,0,0,0
11.1272,10,0,0,0
11.1277,10,0,0,0
11.1282,10,0,0,0
11.1287,10,0,0,0
11.1292,10,0,0,0
11.1297,10,0,0,0
11.1302,10,0,0,0
11.1307,10,0,0,0
11.1312,10,0,0,0
11.1317,10,0,0,0
11.1322,10,0,0,0
11.1327,10,0,0,0
11.1332,10,0,0,0
11.1337,10,0,0,0
11.1342,10,0,0,0
11.1347,10,0,0,0
11.13519,10,0,0,0
11.13569,10,0,0,0
11.13619,10,0,0,0
11.13669,10,0,0,0
11.13719,10,0,0,0
11.13769,10,0,0,0
11.13819,10,0,0,0
11.13869,10,0,0,0
11.13919,10,0,0,0
11.13969,10,0,0,0
11.14019,10,0,0,0
11.14069,10,0,0,0
11.14119,10,0,0,0
11.14169,10,0,0,0
11.14219,10,0,0,0
11.14269,10,0,0,0
11.14319,10,0,0,0
11.14369,10,0,0,0
11.14419,10,0,0,0
11.14469,10,0,0,0
11.14519,10,0,0,0
11.14569,10,0,0,0
11.14619,10,0,0,0
11.14669,10,0,0,0
11.14719,10,0,0,0
11.14769,10,0,0,0
11.14819,10,0,0,0
11.14869,10,0,0,0
11.14919,10,0,0,0
11.14969,10,0,0,0
11.15019,10,0,0,0
11.15069,10,0,0,0
11.15119,10,0,0,0
11.15169,10,0,0,0
11.15219,10,0,0,0
11.15269,10,0,0,0
11.15318,10,0,0,0
11.15368,10,0,0,0
11.15418,10,0,0,0
11.15468,10,0,0,0
11.15518,10,0,0,0
11.15568,10,0,0,0
11.15618,10,0,0,0
11.15668,10,0,0,0
11.15718,10,0,0,0
11.15768,10,0,0,0
11.15818,10,0,0,0
11.15868,10,0,0,0
11.15918,10,0,0,0
11.15968,10,0,0,0
11.16018,10,0,0,0
11.16068,10,0,0,0
11.16118,10,0,0,0
11.16168,10,0,0,0
11.16218,10,0,0,0
11.16268,10,0,0,0
11.16318,10,0,0,0
11.16368,10,0,0,0
11.16418,10,0,0,0
11.16468,10,0,0,0
11.16518,10,0,0,0
11.16568,10,0,0,0
11.16618,10,0,0,0
11.16668,10,0,0,0
11.16718,10,0,0,0
11.16768,10,0,0,0
11.16818,10,0,0,0
11.16868,10,0,0,0
11.16918,10,0,0,0
11.16968,10,0,0,0
11.17018,10,0,0,0
11.17068,10,0,0,0
11.17118,10,0,0,0
11.17167,10,0,0,0
11.17217,10,0,0,0
11.17267,10,0,0,0
11.17317,10,0,0,0
11.17367,10,0,0,0
11.17417,10,0,0,0
11.17467,10,0,0,0
11.17517,10,0,0,0
11.17567,10,0,0,0
11.17617,10,0,0,0
11.17667,10,0,0,0
11.17717,10,0,0,0
11.17767,10,0,0,0
11.17817,10,0,0,0
11.17867,10,0,0,0
11.17917,10,0,0,0
11.17967,10,0,0,0
11.18017,10,0,0,0
11.18067,10,0,0,0
11.18117,10,0,0,0
11.18167,10,0,0,0
11.18217,10,0,0,0
11.18267,10,0,0,0
11.18317,10,0,0,0
11.18367,10,0,0,0
11.18417,10,0,0,0
11.18467,10,0,0,0
11.18517,10,0,0,0
11.18567,10,0,0,0
11.18617,10,0,0,0
11.18667,10,0,0,0
11.18717,10,0,0,0
11.18767,10,0,0,0
11.18817,10,0,0,0
11.18867,10,0,0,0
11.18917,10,0,0,0
11.18966,10,0,0,0
11.19016,10,0,0,0
11.19066,10,0,0,0
11.19116,10,0,0,0
11.19166,10,0,0,0
11.19216,10,0,0,0
11.19266,10,0,0,0
11.19316,10,0,0,0
11.19366,10,0,0,0
11.19416,10,0,0,0
11.19466,10,0,0,0
11.19516,10,0,0,0
11.19566,10,0,0,0
11.19616,10,0,0,0
11.19666,10,0,0,0
11.19716,10,0,0,0
11.19766,10,0,0,0
11.19816,10,0,0,0
11.19866,10,0,0,0
11.19916,10,0,0,0
11.19966,10,0,0,0
11.20016,10,0,0,0
11.20066,10,0,0,0
11.20116,10,0,0,0
11.20166,10,0,0,0
11.20216,10,0,0,0
11.20266,10,0,0,0
11.20316,10,0,0,0
11.20366,10,0,0,0
11.20416,10,0,0,0
11.20466,10,0,0,0
11.20516,10,0,0,0
11.20566,10,0,0,0
11.20616,10,0,0,0
11.20666,10,0,0,0
11.20716,10,0,0,0
11.20765,10,0,0,0
11.20815,10,0,0,0
11.20865,10,0,0,0
11.20915,10,0,0,0
11.20965,10,0,0,0
11.21015,10,0,0,0
11.21065,10,0,0,0
11.21115,10,0,0,0
11.21165,10,0,0,0
11.21215,10,0,0,0
11.21265,10,0,0,0
11.21315,10,0,0,0
11.21365,10,0,0,0
11.21415,10,0,0,0
11.21465,10,0,0,0
11.21515,10,0,0,0
11.21565,10,0,0,0
11.21615,10,0,0,0
11.21665,10,0,0,0
11.21715,10,0,0,0
11.21765,10,0,0,0
11.21815,10,0,0,0
11.21865,10,0,0,0
11.21915,10,0,0,0
11.21965,10,0,0,0
11.22015,10,0,0,0
11.22065,10,0,0,0
11.22115,10,0,0,0
11.22165,10,0,0,0
11.22215,10,0,0,0
11.22265,10,0,0,0
11.22315,10,0,0,0
11.22365,10,0,0,0
11.22415,10,0,0,0
11.22465,10,0,0,0
11.22515,10,0,0,0
11.22565,10,0,0,0
11.22614,10,0,0,0
11.22664,10,0,0,0
11.22714,10,0,0,0
11.22764,10,0,0,0
11.22814,10,0,0,0
11.22864,10,0,0,0
11.22914,10,0,0,0
11.22964,10,0,0,0
11.23014,10,0,0,0
11.23064,10,0,0,0
11.23114,10,0,0,0
11.23164,10,0,0,0
11.23214,10,0,0,0
11.23264,10,0,0,0
11.23314,10,0,0,0
11.23364,10,0,0,0
11.23414,10,0,0,0
11.23464,10,0,0,0
11.23514,10,0,0,0
11.23564,10,0,0,0
11.23614,10,0,0,0
11.23664,10,0,0,0
11.23714,10,0,0,0
11.23764,10,0,0,0
11.23814,10,0,0,0
11.23864,10,0,0,0
11.23914,10,0,0,0
11.23964,10,0,0,0
11.24014,10,0,0,0
11.24064,10,0,0,0
11.24114,10,0,0,0
11.24164,10,0,0,0
11.24214,10,0,0,0
11.24264,10,0,0,0
11.24314,10,0,0,0
11.24364,10,0,0,0
11.24413,10,0,0,0
11.24463,10,0,0,0
11.24513,10,0,0,0
11.24563,10,0,0,0
11.24613,10,0,0,0
11.24663,10,0,0,0
11.24713,10,0,0,0
11.24763,10,0,0,0
11.24813,10,0,0,0
11.24863,10,0,0,0
11.24913,10,0,0,0
11.24963,10,0,0,0
11.25013,10,0,0,0
11.25063,10,0,0,0
11.25113,10,0,0,0
11.25163,10,0,0,0
11.25213,10,0,0,0
11.25263,10,0,0,0
11.25313,10,0,0,0
11.25363,10,0,0,0
11.25413,10,0,0,0
11.25463,10,0,0,0
11.25513,10,0,0,0
11.25563,10,0,0,0
11.25613,10,0,0,0
11.25663,10,0,0,0
11.25713,10,0,0,0
11.25763,10,0,0,0
11.25813,10,0,0,0
11.25863,10,0,0,0
11.25913,10,0,0,0
11.25963,10,0,0,0
11.26013,10,0,0,0
11.26063,10,0,0,0
11.26113,10,0,0,0
11.26163,10,0,0,0
11.26213,10,0,0,0
11.26262,10,0,0,0
11.26312,10,0,0,0
11.26362,10,0,0,0
11.26412,10,0,0,0
11.26462,10,0,0,0
11.26512,10,0,0,0
11.26562,10,0,0,0
11.26612,10,0,0,0
11.26662,10,0,0,0
11.26712,10,0,0,0
11.26762,10,0,0,0
11.26812,10,0,0,0
11.26862,10,0,0,0
11.26912,10,0,0,0
11.26962,10,0,0,0
11.27012,10,0,0,0
11.27062,10,0,0,0
11.27112,10,0,0,0
11.27162,10,0,0,0
11.27212,10,0,0,0
11.27262,10,0,0,0
11.27312,10,0,0,0
11.27362,10,0,0,0
11.27412,10,0,0,0
11.27462,10,0,0,0
11.27512,10,0,0,0
11.27562,10,0,0,0
11.27612,10,0,0,0
11.27662,10,0,0,0
11.27712,10,0,0,0
11.27762,10,0,0,0
11.27812,10,0,0,0
11.27862,10,0,0,0
11.27912,10,0,0,0
11.27962,10,0,0,0
11.28012,10,0,0,0
11.28061,10,0,0,0
11.28111,10,0,0,0
11.28161,10,0,0,0
11.28211,10,0,0,0
11.28261,10,0,0,0
11.28311,10,0,0,0
11.28361,10,0,0,0
11.28411,10,0,0,0
11.28461,10,0,0,0
11.28511,10,0,0,0
11.28561,10,0,0,0
11.28611,10,0,0,0
11.28661,10,0,0,0
11.28711,10,0,0,0
11.28761,10,0,0,0
11.28811,10,0,0,0
11.28861,10,0,0,0
11.28911,10,0,0,0
11.28961,10,0,0,0
11.29011,10,0,0,0
11.29061,10,0,0,0
11.29111,10,0,0,0
11.29161,10,0,0,0
11.29211,10,0,0,0
11.29261,10,0,0,0
11.29311,10,0,0,0
11.29361,10,0,0,0
11.29411,10,0,0,0
11.29461,10,0,0,0
11.29511,10,0,0,0
11.29561,10,0,0,0
11.29611,10,0,0,0
11.29661,10,0,0,0
11.29711,10,0,0,0
11.29761,10,0,0,0
11.29811,10,0,0,0
11.2986,10,0,0,0
11.2991,10,0,0,0
11.2996,10,0,0,0
11.3001,10,0,0,0
11.3006,10,0,0,0
11.3011,10,0,0,0
11.3016,10,0,0,0
11.3021,10,0,0,0
11.3026,10,0,0,0
11.3031,10,0,0,0
11.3036,10,0,0,0
11.3041,10,0,0,0
11.3046,10,0,0,0
11.3051,10,0,0,0
11.3056,10,0,0,0
11.3061,10,0,0,0
11.3066,10,0,0,0
11.3071,10,0,0,0
11.3076,10,0,0,0
11.3081,10,0,0,0
11.3086,10,0,0,0
11.3091,10,0,0,0
11.3096,10,0,0,0
11.3101,10,0,0,0
11.3106,10,0,0,0
11.3111,10,0,0,0
11.3116,10,0,0,0
11.3121,10,0,0,0
11.3126,10,0,0,0
11.3131,10,0,0,0
11.3136,10,0,0,0
11.3141,10,0,0,0
11.3146,10,0,0,0
11.3151,10,0,0,0
11.3156,10,0,0,0
11.3161,10,0,0,0
11.3166,10,0,0,0
11.31709,10,0,0,0
11.31759,10,0,0,0
11.31809,10,0,0,0
11.31859,10,0,0,0
11.31909,10,0,0,0
11.31959,10,0,0,0
11.32009,10,0,0,0
11.32059,10,0,0,0
11.32109,10,0,0,0
11.32159,10,0,0,0
11.32209,10,0,0,0
11.32259,10,0,0,0
11.32309,10,0,0,0
11.32359,10,0,0,0
11.32409,10,0,0,0
11.32459,10,0,0,0
11.32509,10,0,0,0
11.32559,10,0,0,0
11.32609,10,0,0,0
11.32659,10,0,0,0
11.32709,10,0,0,0
11.32759,10,0,0,0
11.32809,10,0,0,0
11.32859,10,0,0,0
11.32909,10,0,0,0
11.32959,10,0,0,0
11.33009,10,0,0,0
11.33059,10,0,0,0
11.33109,10,0,0,0
11.33159,10,0,0,0
11.33209,10,0,0,0
11.33259,10,0,0,0
11.33309,10,0,0,0
11.33359,10,0,0,0
11.33409,10,0,0,0
11.33459,10,0,0,0
11.33508,10,0,0,0
11.33558,10,0,0,0
11.33608,10,0,0,0
11.33658,10,0,0,0
11.33708,10,0,0,0
11.33758,10,0,0,0
11.33808,10,0,0,0
11.33858,10,0,0,0
11.33908,10,0,0,0
11.33958,10,0,0,0
11.34008,10,0,0,0
11.34058,10,0,0,0
11.34108,10,0,0,0
11.34158,10,0,0,0
11.34208,10,0,0,0
11.34258,10,0,0,0
11.34308,10,0,0,0
11.34358,10,0,0,0
11.34408,10,0,0,0
11.34458,10,0,0,0
11.34508,10,0,0,0
11.34558,10,0,0,0
11.34608,10,0,0,0
11.34658,10,0,0,0
11.34708,10,0,0,0
11.34758,10,0,0,0
11.34808,10,0,0,0
11.34858,10,0,0,0
11.34908,10,0,0,0
11.34958,10,0,0,0
11.35008,10,0,0,0
11.35058,10,0,0,0
11.35108,10,0,0,0
11.35158,10,0,0,0
11.35208,10,0,0,0
11.35258,10,0,0,0
11.35308,10,0,0,0
11.35357,10,0,0,0
11.35407,10,0,0,0
11.35457,10,0,0,0
11.35507,10,0,0,0
11.35557,10,0,0,0
11.35607,10,0,0,0
11.35657,10,0,0,0
11.35707,10,0,0,0
11.35757,10,0,0,0
11.35807,10,0,0,0
11.35857,10,0,0,0
11.35907,10,0,0,0
11.35957,10,0,0,0
11.36007,10,0,0,0
11.36057,10,0,0,0
11.36107,10,0,0,0
11.36157,10,0,0,0
11.36207,10,0,0,0
11.36257,10,0,0,0
