t,x(t),v(t),p(t),eKin(t),eSpr(t), a(t), F_Feder(t)
2.594994,-1.376314,-5.334072,-53.34072,142.2616,0,5.484104,55.05257
2.595994,-1.381643,-5.328567,-53.28567,141.9681,0,5.505085,55.26572
2.596994,-1.386966,-5.32304,-53.2304,141.6738,0,5.526542,55.47864
2.597994,-1.392283,-5.317492,-53.17492,141.3786,0,5.548,55.69134
2.598994,-1.397595,-5.311923,-53.11923,141.0826,0,5.568981,55.90382
2.599994,-1.402902,-5.306333,-53.06332,140.7858,0,5.590438,56.11607
2.600994,-1.408203,-5.300721,-53.00721,140.4882,0,5.611419,56.3281
2.601994,-1.413498,-5.295088,-52.95088,140.1898,0,5.632877,56.5399
2.602994,-1.418787,-5.289434,-52.89434,139.8906,0,5.653858,56.75148
2.603994,-1.424071,-5.283759,-52.83759,139.5905,0,5.675315,56.96283
2.604994,-1.429349,-5.278063,-52.78063,139.2897,0,5.696296,57.17395
2.605994,-1.434621,-5.272346,-52.72346,138.9881,0,5.717277,57.38485
2.606993,-1.439888,-5.266607,-52.66607,138.6858,0,5.738258,57.59552
2.607993,-1.445149,-5.260848,-52.60847,138.3826,0,5.759716,57.80595
2.608993,-1.450404,-5.255067,-52.55067,138.0786,0,5.780696,58.01615
2.609993,-1.455653,-5.249265,-52.49265,137.7739,0,5.801677,58.22612
2.610993,-1.460896,-5.243443,-52.43443,137.4684,0,5.822658,58.43586
2.611993,-1.466134,-5.237599,-52.37599,137.1622,0,5.843639,58.64536
2.612993,-1.471366,-5.231734,-52.31734,136.8552,0,5.86462,58.85463
2.613993,-1.476592,-5.225849,-52.25849,136.5475,0,5.885601,59.06367
2.614993,-1.481812,-5.219942,-52.19942,136.239,0,5.906581,59.27246
2.615993,-1.487026,-5.214015,-52.14015,135.9298,0,5.927085,59.48103
2.616993,-1.492234,-5.208067,-52.08067,135.6198,0,5.948066,59.68935
2.617993,-1.497436,-5.202098,-52.02098,135.3091,0,5.969047,59.89743
2.618993,-1.502632,-5.196108,-51.96108,134.9977,0,5.989551,60.10527
2.619992,-1.507822,-5.190098,-51.90098,134.6856,0,6.010532,60.31288
2.620992,-1.513006,-5.184066,-51.84066,134.3727,0,6.031513,60.52024
2.621992,-1.518184,-5.178014,-51.78014,134.0592,0,6.052017,60.72736
2.622992,-1.523356,-5.171942,-51.71942,133.7449,0,6.072521,60.93423
2.623992,-1.528522,-5.165848,-51.65848,133.4299,0,6.093502,61.14087
2.624992,-1.533681,-5.159734,-51.59734,133.1143,0,6.114006,61.34726
2.625992,-1.538835,-5.1536,-51.536,132.7979,0,6.13451,61.5534
2.626992,-1.543983,-5.147444,-51.47444,132.4809,0,6.15549,61.7593
2.627992,-1.549124,-5.141268,-51.41268,132.1632,0,6.175994,61.96495
2.628992,-1.554259,-5.135072,-51.35072,131.8448,0,6.196498,62.17035
2.629992,-1.559388,-5.128855,-51.28855,131.5258,0,6.217002,62.37551
2.630992,-1.56451,-5.122617,-51.22617,131.206,0,6.237506,62.58041
2.631992,-1.569627,-5.116359,-51.16359,130.8857,0,6.25801,62.78507
2.632992,-1.574737,-5.110081,-51.10081,130.5646,0,6.278514,62.98947
2.633991,-1.579841,-5.103782,-51.03782,130.2429,0,6.299018,63.19362
2.634991,-1.584938,-5.097462,-50.97462,129.9206,0,6.319522,63.39752
2.635991,-1.590029,-5.091123,-50.91122,129.5976,0,6.33955,63.60117
2.636991,-1.595114,-5.084763,-50.84763,129.274,0,6.360054,63.80455
2.637991,-1.600192,-5.078382,-50.78382,128.9498,0,6.380558,64.00769
2.638991,-1.605264,-5.071981,-50.71981,128.625,0,6.400585,64.21057
2.639991,-1.61033,-5.06556,-50.6556,128.2995,0,6.421089,64.41319
2.640991,-1.615389,-5.059119,-50.59119,127.9734,0,6.441116,64.61556
2.641991,-1.620442,-5.052658,-50.52658,127.6467,0,6.46162,64.81767
2.642991,-1.625488,-5.046176,-50.46176,127.3195,0,6.481647,65.01952
2.643991,-1.630527,-5.039674,-50.39674,126.9916,0,6.502151,65.2211
2.644991,-1.635561,-5.033152,-50.33152,126.6631,0,6.522178,65.42242
2.645991,-1.640587,-5.026609,-50.26609,126.334,0,6.542205,65.62349
2.646991,-1.645607,-5.020047,-50.20047,126.0044,0,6.562232,65.82429
2.64799,-1.650621,-5.013465,-50.13465,125.6741,0,6.58226,66.02483
2.64899,-1.655628,-5.006863,-50.06863,125.3434,0,6.602287,66.22511
2.64999,-1.660628,-5.00024,-50.0024,125.012,0,6.622314,66.42511
2.65099,-1.665621,-4.993598,-49.93598,124.6801,0,6.642341,66.62486
2.65199,-1.670608,-4.986936,-49.86935,124.3476,0,6.662368,66.82433
2.65299,-1.675588,-4.980253,-49.80253,124.0146,0,6.682395,67.02354
2.65399,-1.680562,-4.973551,-49.73551,123.681,0,6.702423,67.22248
2.65499,-1.685529,-4.966828,-49.66828,123.3469,0,6.72245,67.42116
2.65599,-1.690489,-4.960086,-49.60086,123.0123,0,6.742,67.61956
2.65699,-1.695442,-4.953324,-49.53324,122.6771,0,6.762027,67.81769
2.65799,-1.700389,-4.946543,-49.46543,122.3414,0,6.781578,68.01555
2.65899,-1.705329,-4.939741,-49.39741,122.0052,0,6.801605,68.21314
2.65999,-1.710261,-4.93292,-49.3292,121.6685,0,6.821155,68.41046
2.66099,-1.715188,-4.926079,-49.26079,121.3313,0,6.841182,68.6075
2.661989,-1.720107,-4.919218,-49.19218,120.9935,0,6.860733,68.80427
2.662989,-1.725019,-4.912338,-49.12338,120.6553,0,6.880283,69.00076
2.663989,-1.729925,-4.905437,-49.05437,120.3166,0,6.90031,69.19698
2.664989,-1.734823,-4.898518,-48.98518,119.9774,0,6.91986,69.39292
2.665989,-1.739715,-4.891578,-48.91578,119.6377,0,6.939411,69.58859
2.666989,-1.744599,-4.884619,-48.84619,119.2975,0,6.958961,69.78397
2.667989,-1.749477,-4.877641,-48.77641,118.9569,0,6.978511,69.97908
2.668989,-1.754348,-4.870643,-48.70643,118.6158,0,6.998062,70.1739
2.669989,-1.759211,-4.863625,-48.63625,118.2742,0,7.017612,70.36845
2.670989,-1.764068,-4.856588,-48.56588,117.9323,0,7.036685,70.56271
2.671989,-1.768917,-4.849532,-48.49532,117.5898,0,7.056236,70.7567
2.672989,-1.77376,-4.842456,-48.42456,117.2469,0,7.075786,70.95039
2.673989,-1.778595,-4.835361,-48.35361,116.9036,0,7.09486,71.14381
2.674989,-1.783423,-4.828247,-48.28247,116.5598,0,7.11441,71.33694
2.675988,-1.788244,-4.821114,-48.21114,116.2157,0,7.133483,71.52978
2.676988,-1.793058,-4.813961,-48.13961,115.8711,0,7.153034,71.72234
2.677988,-1.797865,-4.806788,-48.06789,115.5261,0,7.172107,71.9146
2.678988,-1.802665,-4.799597,-47.99597,115.1806,0,7.191658,72.10659
2.679988,-1.807457,-4.792386,-47.92386,114.8348,0,7.210731,72.29829
2.680988,-1.812242,-4.785156,-47.85156,114.4886,0,7.229805,72.48969
2.681988,-1.81702,-4.777907,-47.77908,114.142,0,7.248878,72.68081
2.682988,-1.821791,-4.770639,-47.70639,113.795,0,7.267951,72.87164
2.683988,-1.826554,-4.763352,-47.63352,113.4476,0,7.287025,73.06216
2.684988,-1.83131,-4.756046,-47.56046,113.0999,0,7.306098,73.25241
2.685988,-1.836059,-4.748721,-47.48721,112.7518,0,7.325172,73.44236
2.686988,-1.8408,-4.741377,-47.41377,112.4033,0,7.344245,73.63202
2.687988,-1.845534,-4.734014,-47.34013,112.0544,0,7.363319,73.82138
2.688987,-1.850261,-4.726632,-47.26632,111.7052,0,7.381916,74.01044
2.689987,-1.85498,-4.719231,-47.19231,111.3557,0,7.400989,74.19921
2.690987,-1.859692,-4.711811,-47.11811,111.0058,0,7.420063,74.38769
2.691987,-1.864397,-4.704372,-47.04372,110.6556,0,7.438659,74.57587
2.692987,-1.869094,-4.696914,-46.96914,110.305,0,7.457733,74.76374
2.693987,-1.873783,-4.689438,-46.89438,109.9541,0,7.476329,74.95132
2.694987,-1.878465,-4.681943,-46.81943,109.603,0,7.494926,75.1386
2.695987,-1.883139,-4.674429,-46.74429,109.2514,0,7.513999,75.32558
2.696987,-1.887806,-4.666896,-46.66896,108.8996,0,7.532596,75.51225
2.697987,-1.892466,-4.659345,-46.59345,108.5475,0,7.551193,75.69862
2.698987,-1.897117,-4.651775,-46.51775,108.1951,0,7.569789,75.8847
2.699987,-1.901762,-4.644187,-46.44187,107.8424,0,7.588386,76.07047
2.700987,-1.906398,-4.63658,-46.3658,107.4894,0,7.606983,76.25592
2.701987,-1.911027,-4.628954,-46.28954,107.1361,0,7.625579,76.44108
2.702986,-1.915648,-4.62131,-46.2131,106.7825,0,7.644176,76.62593
2.703986,-1.920262,-4.613647,-46.13647,106.4287,0,7.662773,76.81047
2.704986,-1.924868,-4.605967,-46.05967,106.0746,0,7.680892,76.99471
2.705986,-1.929466,-4.598267,-45.98267,105.7203,0,7.699489,77.17864
2.706986,-1.934057,-4.590549,-45.90549,105.3657,0,7.718086,77.36227
2.707986,-1.938639,-4.582813,-45.82813,105.0109,0,7.736206,77.54558
2.708986,-1.943214,-4.575058,-45.75058,104.6558,0,7.754325,77.72858
2.709986,-1.947782,-4.567286,-45.67286,104.3005,0,7.772922,77.91127
2.710986,-1.952341,-4.559494,-45.59494,103.9449,0,7.791042,78.09365
2.711986,-1.956893,-4.551685,-45.51685,103.5892,0,7.809162,78.27571
2.712986,-1.961437,-4.543858,-45.43858,103.2332,0,7.827758,78.45747
2.713986,-1.965973,-4.536012,-45.36012,102.877,0,7.845878,78.63891
2.714986,-1.970501,-4.528148,-45.28148,102.5206,0,7.863998,78.82004
2.715986,-1.975021,-4.520266,-45.20266,102.164,0,7.882118,79.00085
2.716985,-1.979534,-4.512365,-45.12365,101.8072,0,7.900238,79.18134
2.717985,-1.984038,-4.504447,-45.04447,101.4502,0,7.918357,79.36152
2.718985,-1.988534,-4.496511,-44.96511,101.0931,0,7.936,79.54138
2.719985,-1.993023,-4.488557,-44.88557,100.7357,0,7.95412,79.72092
2.720985,-1.997504,-4.480585,-44.80585,100.3782,0,7.97224,79.90015
2.721985,-2.001976,-4.472595,-44.72595,100.0205,0,7.989883,80.07905
2.722985,-2.006441,-4.464587,-44.64587,99.66267,0,8.008003,80.25764
2.723985,-2.010897,-4.456561,-44.56561,99.30469,0,8.025646,80.4359
2.724985,-2.015346,-4.448517,-44.48517,98.94653,0,8.043766,80.61383
2.725985,-2.019786,-4.440456,-44.40456,98.58825,0,8.061409,80.79146
2.726985,-2.024219,-4.432377,-44.32377,98.22983,0,8.079052,80.96875
2.727985,-2.028643,-4.42428,-44.2428,97.87128,0,8.096695,81.14572
2.728985,-2.033059,-4.416166,-44.16166,97.5126,0,8.114338,81.32237
2.729985,-2.037467,-4.408033,-44.08033,97.15379,0,8.132458,81.4987
2.730984,-2.041867,-4.399883,-43.99883,96.79486,0,8.150101,81.67469
2.731984,-2.046259,-4.391716,-43.91716,96.43584,0,8.167267,81.85036
2.732984,-2.050642,-4.383531,-43.83531,96.07673,0,8.18491,82.0257
2.733984,-2.055018,-4.375329,-43.75328,95.7175,0,8.202553,82.20071
2.734984,-2.059385,-4.367108,-43.67108,95.35818,0,8.220196,82.3754
2.735984,-2.063744,-4.358871,-43.58871,94.99878,0,8.237362,82.54974
2.736984,-2.068094,-4.350616,-43.50616,94.6393,0,8.255005,82.72377
2.737984,-2.072437,-4.342344,-43.42344,94.27975,0,8.272171,82.89746
2.738984,-2.076771,-4.334054,-43.34054,93.92012,0,8.289814,83.07082
2.739984,-2.081096,-4.325747,-43.25747,93.56044,0,8.30698,83.24385
2.740984,-2.085414,-4.317422,-43.17422,93.20068,0,8.324623,83.41655
2.741984,-2.089723,-4.309081,-43.09081,92.84088,0,8.341789,83.58891
2.742984,-2.094024,-4.300722,-43.00722,92.48103,0,8.358955,83.76095
2.743984,-2.098316,-4.292346,-42.92345,92.12115,0,8.376122,83.93264
2.744983,-2.1026,-4.283952,-42.83952,91.76124,0,8.393288,84.104
2.745983,-2.106875,-4.275542,-42.75542,91.40129,0,8.410454,84.27502
2.746983,-2.111143,-4.267114,-42.67114,91.04132,0,8.42762,84.44571
2.747983,-2.115401,-4.258669,-42.58669,90.68132,0,8.444786,84.61605
2.748983,-2.119652,-4.250208,-42.50208,90.32134,0,8.461475,84.78606
2.749983,-2.123893,-4.241729,-42.41729,89.96133,0,8.478642,84.95573
2.750983,-2.128126,-4.233233,-42.33234,89.60133,0,8.495808,85.12505
2.751983,-2.132351,-4.224721,-42.24721,89.24133,0,8.512497,85.29404
2.752983,-2.136567,-4.216192,-42.16192,88.88137,0,8.529186,85.46269
2.753983,-2.140775,-4.207645,-42.07645,88.52141,0,8.546352,85.631
2.754983,-2.144974,-4.199082,-41.99082,88.16147,0,8.563042,85.79896
2.755983,-2.149164,-4.190503,-41.90503,87.80156,0,8.579731,85.96658
2.756983,-2.153346,-4.181906,-41.81906,87.4417,0,8.59642,86.13385
2.757982,-2.15752,-4.173293,-41.73293,87.08186,0,8.613586,86.30078
2.758982,-2.161684,-4.164662,-41.64662,86.72206,0,8.630276,86.46737
2.759982,-2.16584,-4.156015,-41.56015,86.36232,0,8.646965,86.63361
2.760982,-2.169988,-4.147352,-41.47352,86.00266,0,8.663177,86.79951
2.761982,-2.174126,-4.138672,-41.38672,85.64304,0,8.679867,86.96506
2.762982,-2.178256,-4.129976,-41.29976,85.2835,0,8.696556,87.13025
2.763982,-2.182378,-4.121263,-41.21262,84.92402,0,8.713245,87.2951
2.764982,-2.18649,-4.112533,-41.12533,84.56464,0,8.729458,87.4596
2.765982,-2.190594,-4.103787,-41.03787,84.20533,0,8.746147,87.62376
2.766982,-2.194689,-4.095025,-40.95024,83.84613,0,8.76236,87.78756
2.767982,-2.198775,-4.086246,-40.86246,83.48703,0,8.778572,87.95101
2.768982,-2.202853,-4.077451,-40.77451,83.12802,0,8.795261,88.11411
2.769982,-2.206921,-4.068639,-40.68639,82.76913,0,8.811474,88.27686
2.770982,-2.210981,-4.059812,-40.59811,82.41035,0,8.827686,88.43925
2.771981,-2.215032,-4.050968,-40.50968,82.0517,0,8.843899,88.60129
2.772981,-2.219074,-4.042108,-40.42107,81.69318,0,8.860111,88.76297
2.773981,-2.223108,-4.033231,-40.33231,81.33477,0,8.876324,88.9243
2.774981,-2.227132,-4.024339,-40.24339,80.97652,0,8.892536,89.08527
2.775981,-2.231147,-4.01543,-40.1543,80.61839,0,8.908749,89.2459
2.776981,-2.235154,-4.006505,-40.06506,80.26043,0,8.924484,89.40616
2.777981,-2.239151,-3.997565,-39.97565,79.90262,0,8.940697,89.56606
2.778981,-2.24314,-3.988608,-39.88608,79.54498,0,8.956671,89.7256
2.779981,-2.24712,-3.979635,-39.79636,79.18749,0,8.972645,89.88479
2.780981,-2.25109,-3.970647,-39.70647,78.83019,0,8.98838,90.04361
2.781981,-2.255052,-3.961643,-39.61643,78.47307,0,9.004354,90.20207
2.782981,-2.259005,-3.952623,-39.52623,78.11613,0,9.02009,90.36018
2.783981,-2.262948,-3.943587,-39.43587,77.75938,0,9.036064,90.51793
2.784981,-2.266883,-3.934535,-39.34535,77.40282,0,9.0518,90.67532
2.78598,-2.270808,-3.925467,-39.25467,77.04646,0,9.067535,90.83234
2.78698,-2.274725,-3.916384,-39.16384,76.69032,0,9.083271,90.989
2.78798,-2.278632,-3.907285,-39.07285,76.33438,0,9.099007,91.14529
2.78898,-2.28253,-3.89817,-38.9817,75.97867,0,9.114504,91.30121
2.78998,-2.286419,-3.88904,-38.8904,75.62317,0,9.130239,91.45677
2.79098,-2.290299,-3.879894,-38.79895,75.26791,0,9.145737,91.61197
2.79198,-2.29417,-3.870733,-38.70733,74.91288,0,9.161234,91.7668
2.79298,-2.298032,-3.861557,-38.61557,74.5581,0,9.176731,91.92126
2.79398,-2.301884,-3.852364,-38.52364,74.20355,0,9.192228,92.07536
2.79498,-2.305727,-3.843157,-38.43157,73.84927,0,9.207487,92.22908
2.79598,-2.309561,-3.833934,-38.33934,73.49525,0,9.222984,92.38244
2.79698,-2.313386,-3.824696,-38.24696,73.14148,0,9.238243,92.53543
2.79798,-2.317201,-3.815442,-38.15442,72.78799,0,9.253502,92.68805
2.79898,-2.321007,-3.806173,-38.06173,72.43478,0,9.268761,92.84029
2.799979,-2.324804,-3.796889,-37.96889,72.08184,0,9.284019,92.99216
2.800979,-2.328592,-3.78759,-37.8759,71.72919,0,9.299278,93.14366
2.801979,-2.33237,-3.778276,-37.78276,71.37684,0,9.314299,93.29479
2.802979,-2.336139,-3.768946,-37.68946,71.02477,0,9.329557,93.44555
2.803979,-2.339898,-3.759602,-37.59602,70.67302,0,9.344578,93.59593
2.804979,-2.343649,-3.750242,-37.50242,70.32157,0,9.359598,93.74595
2.805979,-2.347389,-3.740867,-37.40867,69.97044,0,9.374619,93.89558
2.806979,-2.351121,-3.731478,-37.31478,69.61963,0,9.389639,94.04484
2.807979,-2.354843,-3.722073,-37.22073,69.26915,0,9.404421,94.19373
2.808979,-2.358556,-3.712654,-37.12654,68.919,0,9.419441,94.34223
2.809979,-2.362259,-3.70322,-37.0322,68.56918,0,9.434223,94.49036
2.810979,-2.365953,-3.693771,-36.93771,68.21971,0,9.449005,94.63811
2.811979,-2.369637,-3.684307,-36.84307,67.87058,0,9.463787,94.78548
2.812979,-2.373312,-3.674828,-36.74828,67.52181,0,9.478569,94.93247
2.813978,-2.376977,-3.665335,-36.65335,67.1734,0,9.493351,95.07909
2.814978,-2.380633,-3.655827,-36.55827,66.82536,0,9.507895,95.22533
2.815978,-2.384279,-3.646305,-36.46305,66.47768,0,9.522438,95.37118
2.816978,-2.387916,-3.636767,-36.36768,66.13039,0,9.53722,95.51665
2.817978,-2.391544,-3.627216,-36.27216,65.78347,0,9.551764,95.66174
2.818978,-2.395161,-3.61765,-36.17649,65.43694,0,9.566069,95.80646
2.819978,-2.398769,-3.608069,-36.08069,65.09081,0,9.580612,95.95078
2.820978,-2.402368,-3.598474,-35.98474,64.74507,0,9.595156,96.09471
2.821978,-2.405957,-3.588864,-35.88864,64.39973,0,9.609461,96.23827
2.822978,-2.409536,-3.579241,-35.7924,64.05481,0,9.623766,96.38144
2.823978,-2.413105,-3.569602,-35.69603,63.71031,0,9.638071,96.52422
2.824978,-2.416666,-3.55995,-35.5995,63.36622,0,9.652376,96.66663
2.825978,-2.420216,-3.550283,-35.50283,63.02256,0,9.666681,96.80863
2.826977,-2.423756,-3.540603,-35.40603,62.67934,0,9.680748,96.95026
2.827977,-2.427287,-3.530908,-35.30907,62.33654,0,9.695053,97.09149
2.828977,-2.430809,-3.521199,-35.21199,61.99419,0,9.70912,97.23235
2.829977,-2.43432,-3.511475,-35.11475,61.65229,0,9.723186,97.3728
2.830977,-2.437822,-3.501738,-35.01738,61.31085,0,9.737253,97.51286
2.831977,-2.441314,-3.491987,-34.91987,60.96986,0,9.75132,97.65254
2.832977,-2.444796,-3.482222,-34.82222,60.62933,0,9.765148,97.79182
2.833977,-2.448268,-3.472442,-34.72442,60.28928,0,9.779215,97.93072
2.834977,-2.45173,-3.462649,-34.6265,59.9497,0,9.793043,98.06922
2.835977,-2.455183,-3.452842,-34.52842,59.6106,0,9.806871,98.20733
2.836977,-2.458626,-3.443022,-34.43022,59.272,0,9.8207,98.34505
2.837977,-2.462059,-3.433187,-34.33187,58.93387,0,9.834528,98.48238
2.838977,-2.465483,-3.423339,-34.23339,58.59624,0,9.848356,98.61932
2.839977,-2.468896,-3.413477,-34.13477,58.25912,0,9.861946,98.75586
2.840976,-2.4723,-3.403601,-34.03601,57.92251,0,9.875536,98.892
2.841976,-2.475694,-3.393712,-33.93712,57.58642,0,9.889126,99.02775
2.842976,-2.479078,-3.38381,-33.8381,57.25084,0,9.902716,99.1631
2.843976,-2.482451,-3.373893,-33.73893,56.91578,0,9.916306,99.29806
2.844976,-2.485815,-3.363963,-33.63963,56.58125,0,9.929895,99.43261
2.845976,-2.489169,-3.35402,-33.5402,56.24725,0,9.943247,99.56677
2.846976,-2.492513,-3.344064,-33.44064,55.91381,0,9.956598,99.70054
2.847976,-2.495847,-3.334094,-33.34093,55.5809,0,9.96995,99.8339
2.848976,-2.499171,-3.32411,-33.2411,55.24855,0,9.983301,99.96686
2.849976,-2.502486,-3.314114,-33.14114,54.91674,0,9.996653,100.0994
2.850976,-2.50579,-3.304104,-33.04103,54.5855,0,10.01,100.2316
2.851976,-2.509084,-3.29408,-32.9408,54.25483,0,10.02312,100.3633
2.852976,-2.512367,-3.284044,-32.84044,53.92473,0,10.03623,100.4947
2.853976,-2.515641,-3.273995,-32.73995,53.5952,0,10.04958,100.6257
2.854975,-2.518905,-3.263932,-32.63932,53.26627,0,10.06246,100.7562
2.855975,-2.522159,-3.253857,-32.53857,52.93792,0,10.07557,100.8864
2.856975,-2.525403,-3.243768,-32.43768,52.61015,0,10.08868,101.0161
2.857975,-2.528637,-3.233666,-32.33666,52.28299,0,10.10156,101.1455
2.858975,-2.53186,-3.223552,-32.23552,51.95644,0,10.11443,101.2744
2.859975,-2.535074,-3.213424,-32.13424,51.63048,0,10.12754,101.403
2.860975,-2.538277,-3.203284,-32.03284,51.30515,0,10.14018,101.5311
2.861975,-2.54147,-3.193131,-31.93131,50.98043,0,10.15305,101.6588
2.862975,-2.544653,-3.182965,-31.82965,50.65634,0,10.16593,101.7861
2.863975,-2.547826,-3.172787,-31.72787,50.33287,0,10.17857,101.913
2.864975,-2.550989,-3.162596,-31.62596,50.01005,0,10.1912,102.0396
2.865975,-2.554141,-3.152392,-31.52392,49.68787,0,10.20384,102.1656
2.866975,-2.557283,-3.142175,-31.42175,49.36633,0,10.21647,102.2913
2.867975,-2.560415,-3.131946,-31.31946,49.04543,0,10.22911,102.4166
2.868974,-2.563537,-3.121704,-31.21704,48.72519,0,10.24175,102.5415
2.869974,-2.566648,-3.11145,-31.1145,48.40561,0,10.25414,102.6659
2.870974,-2.569749,-3.101184,-31.01184,48.0867,0,10.26654,102.79
2.871974,-2.57284,-3.090905,-30.90905,47.76846,0,10.27894,102.9136
2.872974,-2.575921,-3.080613,-30.80613,47.4509,0,10.29134,103.0368
2.873974,-2.578991,-3.07031,-30.7031,47.13401,0,10.30373,103.1596
2.874974,-2.582051,-3.059994,-30.59994,46.81781,0,10.31589,103.282
2.875974,-2.585101,-3.049665,-30.49665,46.5023,0,10.32829,103.404
2.876974,-2.58814,-3.039325,-30.39325,46.18748,0,10.34045,103.5256
2.877974,-2.591169,-3.028972,-30.28972,45.87337,0,10.35261,103.6468
2.878974,-2.594187,-3.018608,-30.18608,45.55996,0,10.36477,103.7675
2.879974,-2.597196,-3.008231,-30.08231,45.24727,0,10.37669,103.8878
2.880974,-2.600194,-2.997842,-29.97842,44.93528,0,10.38885,104.0077
2.881974,-2.603181,-2.987441,-29.87441,44.62403,0,10.40077,104.1272
2.882973,-2.606158,-2.977029,-29.77029,44.3135,0,10.41269,104.2463
2.883973,-2.609125,-2.966604,-29.66604,44.0037,0,10.42461,104.365
2.884973,-2.612081,-2.956167,-29.56167,43.69463,0,10.43653,104.4832
2.885973,-2.615026,-2.945719,-29.45719,43.38631,0,10.44822,104.6011
2.886973,-2.617962,-2.935259,-29.35259,43.07873,0,10.46014,104.7185
2.887973,-2.620886,-2.924787,-29.24787,42.7719,0,10.47182,104.8354
2.888973,-2.623801,-2.914304,-29.14304,42.46584,0,10.4835,104.952
2.889973,-2.626704,-2.903809,-29.03809,42.16052,0,10.49518,105.0682
2.890973,-2.629597,-2.893302,-28.93302,41.85597,0,10.50687,105.1839
2.891973,-2.63248,-2.882783,-28.82784,41.5522,0,10.51831,105.2992
2.892973,-2.635352,-2.872253,-28.72253,41.2492,0,10.52999,105.4141
2.893973,-2.638214,-2.861712,-28.61712,40.94698,0,10.54144,105.5286
2.894973,-2.641065,-2.851159,-28.51159,40.64554,0,10.55288,105.6426
2.895972,-2.643906,-2.840595,-28.40595,40.34489,0,10.56433,105.7562
2.896972,-2.646736,-2.830019,-28.30019,40.04504,0,10.57553,105.8694
2.897972,-2.649555,-2.819432,-28.19432,39.74599,0,10.58698,105.9822
2.898972,-2.652364,-2.808834,-28.08834,39.44774,0,10.59818,106.0946
2.899972,-2.655163,-2.798225,-27.98225,39.15031,0,10.60939,106.2065
2.900972,-2.65795,-2.787604,-27.87604,38.85368,0,10.62059,106.318
2.901972,-2.660727,-2.776972,-27.76972,38.55788,0,10.6318,106.4291
2.902972,-2.663493,-2.766329,-27.66329,38.26289,0,10.643,106.5397
2.903972,-2.666249,-2.755675,-27.55675,37.96873,0,10.65397,106.65
2.904972,-2.668994,-2.74501,-27.4501,37.67541,0,10.66494,106.7598
2.905972,-2.671728,-2.734334,-27.34335,37.38292,0,10.67591,106.8691
2.906972,-2.674452,-2.723648,-27.23648,37.09128,0,10.68687,106.9781
2.907972,-2.677165,-2.71295,-27.1295,36.80048,0,10.69784,107.0866
2.908972,-2.679867,-2.702241,-27.02241,36.51054,0,10.70857,107.1947
2.909971,-2.682559,-2.691522,-26.91522,36.22144,0,10.71954,107.3024
2.910971,-2.68524,-2.680791,-26.80791,35.93321,0,10.73027,107.4096
2.911971,-2.68791,-2.67005,-26.7005,35.64584,0,10.74099,107.5164
2.912971,-2.690569,-2.659299,-26.59299,35.35935,0,10.75172,107.6228
2.913971,-2.693218,-2.648536,-26.48536,35.07373,0,10.76221,107.7287
2.914971,-2.695855,-2.637764,-26.37764,34.78898,0,10.77294,107.8342
2.915971,-2.698482,-2.62698,-26.2698,34.50512,0,10.78343,107.9393
2.916971,-2.701098,-2.616186,-26.16186,34.22215,0,10.79392,108.0439
